1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
1,14,0,0
1,15,0,0
1,16,0,0
1,17,0,0
1,18,0,0
1,19,0,0
1,20,0,0
1,21,0,0
1,22,0,0
1,23,0,0
1,24,0,0
1,25,0,0
1,26,0,0
1,27,0,0
1,28,0,0
1,29,0,0
1,30,0,0
2,1,7,0
2,2,0,9
2,3,1,9
2,4,6,7
2,5,10,0
2,6,4,8
2,7,9,0
2,8,5,8
2,9,12,0
2,10,5,8
2,11,12,0
2,12,10,0
2,13,9,0
2,14,3,9
2,15,8,0
2,16,6,7
2,17,5,8
2,18,12,0
2,19,11,0
2,20,8,0
2,21,1,9
2,22,7,0
2,23,5,8
2,24,10,0
2,25,2,9
2,26,4,8
2,27,8,0
2,28,3,9
2,29,4,8
2,30,10,0
3,1,4,8
3,2,9,0
3,3,6,7
3,4,10,0
3,5,7,0
3,6,1,9
3,7,4,8
3,8,10,0
3,9,2,9
3,10,3,9
3,11,11,0
3,12,6,7
3,13,9,0
3,14,2,9
3,15,7,0
3,16,2,9
3,17,7,0
3,18,0,9
3,19,3,9
3,20,4,8
3,21,7,0
3,22,0,9
3,23,1,9
3,24,5,8
3,25,8,0
3,26,1,9
3,27,4,8
3,28,8,0
3,29,1,9
3,30,9,0
4,1,9,0
4,2,3,9
4,3,6,8
4,4,13,0
4,5,10,0
4,6,4,9
4,7,11,0
4,8,3,9
4,9,5,8
4,10,11,0
4,11,10,0
4,12,3,9
4,13,5,8
4,14,12,0
4,15,8,0
4,16,0,9
4,17,1,9
4,18,4,9
4,19,11,0
4,20,6,8
4,21,12,0
4,22,7,0
4,23,1,9
4,24,2,9
4,25,8,0
4,26,1,9
4,27,2,9
4,28,7,0
4,29,2,9
4,30,3,9
5,1,2,8
5,2,6,0
5,3,0,8
5,4,4,7
5,5,9,0
5,6,7,0
5,7,0,8
5,8,6,0
5,9,3,8
5,10,4,7
5,11,7,0
5,12,6,0
5,13,0,8
5,14,3,8
5,15,6,0
5,16,0,8
5,17,6,0
5,18,1,8
5,19,5,0
5,20,2,8
5,21,5,0
5,22,1,8
5,23,8,0
5,24,7,0
5,25,1,8
5,26,7,0
5,27,6,0
5,28,3,8
5,29,7,0
5,30,4,7
6,1,9,0
6,2,7,0
6,3,6,8
6,4,7,0
6,5,5,8
6,6,7,0
6,7,2,10
6,8,7,0
6,9,1,10
6,10,8,0
6,11,0,10
6,12,8,0
6,13,7,0
6,14,5,8
6,15,8,0
6,16,4,9
6,17,9,0
6,18,5,8
6,19,7,0
6,20,5,8
6,21,5,8
6,22,11,0
6,23,7,0
6,24,5,8
6,25,5,8
6,26,7,0
6,27,5,8
6,28,10,0
6,29,6,8
6,30,8,0
7,1,0,8
7,2,0,8
7,3,5,0
7,4,3,8
7,5,9,0
7,6,8,0
7,7,5,0
7,8,0,8
7,9,6,0
7,10,0,8
7,11,4,7
7,12,7,0
7,13,4,7
7,14,4,7
7,15,6,0
7,16,5,0
7,17,0,8
7,18,5,0
7,19,0,8
7,20,0,8
7,21,5,0
7,22,4,7
7,23,4,7
7,24,8,0
7,25,5,0
7,26,3,8
7,27,8,0
7,28,5,0
7,29,2,8
7,30,8,0
8,1,5,8
8,2,7,0
8,3,2,9
8,4,6,8
8,5,12,0
8,6,7,0
8,7,6,8
8,8,11,0
8,9,6,8
8,10,9,0
8,11,1,9
8,12,5,8
8,13,9,0
8,14,6,8
8,15,9,0
8,16,2,9
8,17,3,9
8,18,10,0
8,19,8,0
8,20,1,9
8,21,5,8
8,22,6,8
8,23,12,0
8,24,7,0
8,25,1,9
8,26,4,9
8,27,9,0
8,28,7,0
8,29,5,8
8,30,8,0
9,1,0,0
9,2,0,0
9,3,0,0
9,4,0,0
9,5,0,0
9,6,0,0
9,7,0,0
9,8,0,0
9,9,0,0
9,10,0,0
9,11,0,0
9,12,0,0
9,13,0,0
9,14,0,0
9,15,0,0
9,16,0,0
9,17,0,0
9,18,0,0
9,19,0,0
9,20,0,0
9,21,0,0
9,22,0,0
9,23,0,0
9,24,0,0
9,25,0,0
9,26,0,0
9,27,0,0
9,28,0,0
9,29,0,0
9,30,0,0
10,1,8,0
10,2,5,8
10,3,7,6
10,4,12,0
10,5,10,0
10,6,9,0
10,7,2,10
10,8,7,6
10,9,12,0
10,10,10,0
10,11,6,8
10,12,8,0
10,13,2,10
10,14,4,9
10,15,8,0
10,16,3,9
10,17,10,0
10,18,9,0
10,19,5,8
10,20,8,0
10,21,0,10
10,22,4,9
10,23,8,0
10,24,2,10
10,25,11,0
10,26,9,0
10,27,4,9
10,28,11,0
10,29,10,0
10,30,2,10
11,1,6,0
11,2,0,7
11,3,4,0
11,4,2,7
11,5,8,0
11,6,1,7
11,7,6,0
11,8,0,7
11,9,5,0
11,10,0,7
11,11,1,7
11,12,5,0
11,13,0,7
11,14,5,0
11,15,0,7
11,16,0,7
11,17,0,7
11,18,2,7
11,19,4,0
11,20,0,7
11,21,1,7
11,22,3,0
11,23,1,7
11,24,6,0
11,25,4,0
11,26,0,7
11,27,2,7
11,28,7,0
11,29,6,0
11,30,0,7
12,1,11,0
12,2,10,0
12,3,2,10
12,4,8,0
12,5,7,6
12,6,8,0
12,7,4,9
12,8,5,9
12,9,10,0
12,10,3,9
12,11,4,9
12,12,5,9
12,13,7,6
12,14,8,0
12,15,3,9
12,16,10,0
12,17,6,8
12,18,13,0
12,19,7,6
12,20,9,0
12,21,6,8
12,22,10,0
12,23,3,9
12,24,5,9
12,25,10,0
12,26,4,9
12,27,7,6
12,28,12,0
12,29,11,0
12,30,7,6
13,1,2,9
13,2,7,0
13,3,2,9
13,4,6,7
13,5,12,0
13,6,9,0
13,7,2,9
13,8,9,0
13,9,3,9
13,10,7,0
13,11,5,8
13,12,8,0
13,13,0,9
13,14,2,9
13,15,5,8
13,16,8,0
13,17,7,0
13,18,3,9
13,19,5,8
13,20,6,7
13,21,5,8
13,22,9,0
13,23,4,8
13,24,8,0
13,25,3,9
13,26,4,8
13,27,6,7
13,28,12,0
13,29,4,8
13,30,11,0
14,1,3,8
14,2,4,8
14,3,10,0
14,4,3,8
14,5,10,0
14,6,9,0
14,7,7,0
14,8,4,8
14,9,4,8
14,10,8,0
14,11,4,8
14,12,11,0
14,13,3,8
14,14,9,0
14,15,3,8
14,16,3,8
14,17,5,8
14,18,5,8
14,19,5,8
14,20,11,0
14,21,5,8
14,22,10,0
14,23,8,0
14,24,0,9
14,25,3,8
14,26,9,0
14,27,2,9
14,28,10,0
14,29,2,9
14,30,4,8
15,1,8,0
15,2,6,0
15,3,0,8
15,4,0,8
15,5,7,0
15,6,0,8
15,7,3,7
15,8,6,0
15,9,5,0
15,10,3,7
15,11,4,0
15,12,0,8
15,13,7,0
15,14,3,7
15,15,4,0
15,16,1,8
15,17,6,0
15,18,3,7
15,19,9,0
15,20,4,0
15,21,1,8
15,22,7,0
15,23,0,8
15,24,3,7
15,25,2,8
15,26,6,0
15,27,0,8
15,28,7,0
15,29,0,8
15,30,3,7
16,1,3,8
16,2,6,0
16,3,3,8
16,4,9,0
16,5,8,0
16,6,3,8
16,7,3,8
16,8,5,8
16,9,10,0
16,10,2,9
16,11,3,8
16,12,8,0
16,13,6,0
16,14,0,9
16,15,3,8
16,16,5,8
16,17,5,8
16,18,6,0
16,19,4,8
16,20,11,0
16,21,10,0
16,22,9,0
16,23,4,8
16,24,11,0
16,25,10,0
16,26,4,8
16,27,5,8
16,28,12,0
16,29,5,8
16,30,11,0
17,1,5,8
17,2,7,0
17,3,1,9
17,4,3,9
17,5,7,0
17,6,3,9
17,7,7,0
17,8,1,9
17,9,2,9
17,10,3,9
17,11,7,0
17,12,2,9
17,13,9,0
17,14,6,7
17,15,7,0
17,16,0,9
17,17,7,0
17,18,6,7
17,19,10,0
17,20,4,8
17,21,5,8
17,22,8,0
17,23,0,9
17,24,5,8
17,25,11,0
17,26,8,0
17,27,0,9
17,28,8,0
17,29,1,9
17,30,5,8
18,1,3,8
18,2,3,8
18,3,3,8
18,4,7,0
18,5,6,0
18,6,3,8
18,7,8,0
18,8,1,8
18,9,4,8
18,10,5,7
18,11,10,0
18,12,3,8
18,13,9,0
18,14,8,0
18,15,2,8
18,16,9,0
18,17,4,8
18,18,9,0
18,19,6,0
18,20,2,8
18,21,4,8
18,22,11,0
18,23,8,0
18,24,2,8
18,25,8,0
18,26,0,8
18,27,0,8
18,28,0,8
18,29,1,8
18,30,1,8
19,1,11,0
19,2,10,0
19,3,8,0
19,4,0,9
19,5,4,8
19,6,10,0
19,7,2,9
19,8,3,9
19,9,10,0
19,10,4,8
19,11,5,8
19,12,11,0
19,13,8,0
19,14,2,9
19,15,5,8
19,16,11,0
19,17,4,8
19,18,8,0
19,19,4,8
19,20,11,0
19,21,6,7
19,22,9,0
19,23,4,8
19,24,4,8
19,25,9,0
19,26,4,8
19,27,4,8
19,28,4,8
19,29,5,8
19,30,10,0
20,1,2,8
20,2,8,0
20,3,3,8
20,4,6,0
20,5,5,7
20,6,11,0
20,7,5,7
20,8,4,8
20,9,5,7
20,10,7,0
20,11,3,8
20,12,7,0
20,13,4,8
20,14,9,0
20,15,3,8
20,16,8,0
20,17,6,0
20,18,0,8
20,19,4,8
20,20,5,7
20,21,9,0
20,22,1,8
20,23,1,8
20,24,6,0
20,25,2,8
20,26,8,0
20,27,0,8
20,28,0,8
20,29,2,8
20,30,4,8
21,1,5,8
21,2,9,0
21,3,2,9
21,4,9,0
21,5,4,8
21,6,4,8
21,7,9,0
21,8,8,0
21,9,4,8
21,10,8,0
21,11,7,0
21,12,1,9
21,13,7,0
21,14,0,9
21,15,3,8
21,16,6,0
21,17,2,9
21,18,3,8
21,19,6,0
21,20,1,9
21,21,8,0
21,22,5,8
21,23,10,0
21,24,5,8
21,25,8,0
21,26,2,9
21,27,10,0
21,28,2,9
21,29,5,8
21,30,12,0
22,1,12,0
22,2,7,0
22,3,5,8
22,4,6,7
22,5,12,0
22,6,5,8
22,7,12,0
22,8,10,0
22,9,2,9
22,10,7,0
22,11,1,9
22,12,9,0
22,13,5,8
22,14,8,0
22,15,2,9
22,16,5,8
22,17,6,7
22,18,11,0
22,19,6,7
22,20,11,0
22,21,10,0
22,22,3,9
22,23,6,7
22,24,6,7
22,25,8,0
22,26,5,8
22,27,12,0
22,28,4,8
22,29,6,7
22,30,10,0
23,1,7,0
23,2,0,9
23,3,5,8
23,4,9,0
23,5,5,8
23,6,8,0
23,7,2,9
23,8,8,0
23,9,3,9
23,10,9,0
23,11,6,7
23,12,10,0
23,13,6,7
23,14,10,0
23,15,4,8
23,16,4,8
23,17,11,0
23,18,7,0
23,19,1,9
23,20,2,9
23,21,3,9
23,22,9,0
23,23,1,9
23,24,8,0
23,25,2,9
23,26,3,9
23,27,11,0
23,28,3,9
23,29,6,7
23,30,7,0
24,1,7,0
24,2,0,9
24,3,2,9
24,4,3,9
24,5,4,9
24,6,9,0
24,7,6,8
24,8,11,0
24,9,9,0
24,10,7,0
24,11,0,9
24,12,4,9
24,13,9,0
24,14,1,9
24,15,4,9
24,16,12,0
24,17,8,0
24,18,3,9
24,19,6,8
24,20,8,0
24,21,2,9
24,22,5,8
24,23,10,0
24,24,6,8
24,25,7,0
24,26,2,9
24,27,10,0
24,28,2,9
24,29,5,8
24,30,12,0
25,1,5,8
25,2,11,0
25,3,10,0
25,4,5,8
25,5,9,0
25,6,6,0
25,7,5,8
25,8,9,0
25,9,2,9
25,10,10,0
25,11,5,8
25,12,5,8
25,13,8,0
25,14,3,8
25,15,5,8
25,16,10,0
25,17,4,8
25,18,5,8
25,19,6,0
25,20,3,8
25,21,6,0
25,22,4,8
25,23,6,0
25,24,0,9
25,25,2,9
25,26,9,0
25,27,7,0
25,28,0,9
25,29,4,8
25,30,8,0
26,1,6,0
26,2,3,8
26,3,8,0
26,4,6,0
26,5,0,9
26,6,7,0
26,7,1,9
26,8,5,8
26,9,9,0
26,10,1,9
26,11,8,0
26,12,6,0
26,13,1,9
26,14,8,0
26,15,2,9
26,16,7,0
26,17,6,0
26,18,5,8
26,19,6,0
26,20,5,8
26,21,9,0
26,22,3,8
26,23,3,8
26,24,10,0
26,25,2,9
26,26,4,8
26,27,10,0
26,28,2,9
26,29,6,0
26,30,0,9
27,1,6,7
27,2,8,6
27,3,8,6
27,4,7,7
27,5,10,0
27,6,9,0
27,7,5,9
27,8,9,0
27,9,8,6
27,10,6,7
27,11,6,7
27,12,8,6
27,13,9,0
27,14,2,10
27,15,6,7
27,16,8,6
27,17,11,0
27,18,8,6
27,19,6,7
27,20,7,7
27,21,12,0
27,22,11,0
27,23,8,6
27,24,11,0
27,25,10,0
27,26,6,7
27,27,11,0
27,28,3,10
27,29,8,6
27,30,13,0
28,1,8,0
28,2,2,8
28,3,2,8
28,4,7,0
28,5,0,8
28,6,0,8
28,7,7,0
28,8,1,8
28,9,3,8
28,10,4,7
28,11,7,0
28,12,0,8
28,13,2,8
28,14,6,0
28,15,0,8
28,16,1,8
28,17,3,8
28,18,6,0
28,19,0,8
28,20,4,7
28,21,10,0
28,22,5,0
28,23,0,8
28,24,3,8
28,25,10,0
28,26,9,0
28,27,7,0
28,28,0,8
28,29,3,8
28,30,7,0
29,1,7,0
29,2,0,9
29,3,6,0
29,4,0,9
29,5,5,8
29,6,6,0
29,7,0,9
29,8,2,9
29,9,8,0
29,10,2,9
29,11,10,0
29,12,9,0
29,13,3,8
29,14,9,0
29,15,3,8
29,16,3,8
29,17,3,8
29,18,5,8
29,19,12,0
29,20,10,0
29,21,2,9
29,22,3,8
29,23,10,0
29,24,3,8
29,25,9,0
29,26,3,8
29,27,9,0
29,28,2,9
29,29,6,0
29,30,0,9
30,1,12,0
30,2,11,0
30,3,6,8
30,4,9,0
30,5,1,9
30,6,4,9
30,7,9,0
30,8,2,9
30,9,4,9
30,10,8,0
30,11,2,9
30,12,7,0
30,13,1,9
30,14,3,9
30,15,6,8
30,16,12,0
30,17,9,0
30,18,1,9
30,19,9,0
30,20,2,9
30,21,4,9
30,22,9,0
30,23,6,8
30,24,12,0
30,25,9,0
30,26,6,8
30,27,11,0
30,28,4,9
30,29,9,0
30,30,7,0
